Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00 1249998/1249998     std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [31]
[52]     1.0    0.01    0.00 1249998         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [52]
-----------------------------------------------
                0.01    0.00 1249995/1249995     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [7]
[53]     1.0    0.01    0.00 1249995         void std::__alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&) [53]
                0.00    0.00 1249995/1249995     void std::__do_alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, true>) [135]
-----------------------------------------------
                0.01    0.00  999996/999996      DoublePendEquations::getValues(double, std::vector<double, std::allocator<double> > const&) [3]
[54]     1.0    0.01    0.00  999996         DoublePendEquations::upperThetaPrime(double) [54]
-----------------------------------------------
                0.01    0.00  249999/249999      std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::vector(std::initializer_list<std::vector<double, std::allocator<double> >*>, std::allocator<std::vector<double, std::allocator<double> >*> const&) [56]
[55]     1.0    0.01    0.00  249999         void std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_range_initialize<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::forward_iterator_tag) [55]
                0.00    0.00  249999/249999      std::iterator_traits<std::vector<double, std::allocator<double> >* const*>::difference_type std::distance<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*) [175]
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_allocate(unsigned long) [157]
                0.00    0.00  249999/499998      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_get_Tp_allocator() [142]
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >** std::__uninitialized_copy_a<std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >**, std::allocator<std::vector<double, std::allocator<double> >*>&) [171]
-----------------------------------------------
                0.00    0.01  249999/249999      RK4::solve(double, double, std::vector<double, std::allocator<double> >) [2]
[56]     1.0    0.00    0.01  249999         std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::vector(std::initializer_list<std::vector<double, std::allocator<double> >*>, std::allocator<std::vector<double, std::allocator<double> >*> const&) [56]
                0.01    0.00  249999/249999      void std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_M_range_initialize<std::vector<double, std::allocator<double> >* const*>(std::vector<double, std::allocator<double> >* const*, std::vector<double, std::allocator<double> >* const*, std::forward_iterator_tag) [55]
                0.00    0.00  249999/249999      std::_Vector_base<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >::_Vector_base(std::allocator<std::vector<double, std::allocator<double> >*> const&) [161]
                0.00    0.00  249999/499998      std::initializer_list<std::vector<double, std::allocator<double> >*>::begin() const [140]
                0.00    0.00  249999/249999      std::initializer_list<std::vector<double, std::allocator<double> >*>::end() const [150]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[57]     0.8    0.00    0.01       1         DoublePendEquations::DoublePendEquations(double, double, double, double, double) [57]
                0.00    0.01       1/2           std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [40]
                0.00    0.00       1/3750005     std::vector<double, std::allocator<double> >::~vector() [9]
                0.00    0.00       1/2250009     std::allocator<double>::allocator() [23]
                0.00    0.00       1/7249995     std::allocator<double>::~allocator() [27]
                0.00    0.00       1/18502718     std::vector<double, std::allocator<double> >::size() const [14]
                0.00    0.00       6/6           bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [198]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [201]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [199]
                0.00    0.00       5/22009917     std::vector<double, std::allocator<double> >::operator[](unsigned long) [120]
                0.00    0.00       1/1           FunctionWrapperRK4::FunctionWrapperRK4(int) [249]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::begin() [263]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::end() [262]
-----------------------------------------------
                0.00    0.01  249999/249999      void std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [60]
[58]     0.6    0.00    0.01  249999         void std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [58]
                0.00    0.01  249999/2249995     double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [20]
-----------------------------------------------
                0.00    0.01  249999/249999      std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [44]
[59]     0.6    0.00    0.01  249999         std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [59]
                0.00    0.01  249999/249999      void std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [61]
                0.00    0.00  249999/8750105     std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [121]
-----------------------------------------------
                0.00    0.01  249999/249999      void std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [61]
[60]     0.6    0.00    0.01  249999         void std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [60]
                0.00    0.01  249999/249999      void std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [58]
-----------------------------------------------
                0.00    0.01  249999/249999      std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [59]
[61]     0.6    0.00    0.01  249999         void std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [61]
                0.00    0.01  249999/249999      void std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [60]
-----------------------------------------------
                0.01    0.00       2/2           void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [41]
[62]     0.5    0.01    0.00       2         double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [62]
